x	y	z
0.08967101138339895	0.9179653237416445	0.6502004645891215
0.8096274472176064	0.09069339184410674	0.982966013428539
0.3462321796743678	0.13695441037184464	0.3109237873498125
0.2942887686085329	0.7866243298142506	0.8814092681024246
0.18198615355736214	0.6459852806940863	0.6089095420689609
0.24343297006445797	0.585292077993077	0.9670845397381573
0.21285968449344495	0.24772970751928147	0.22339930255855045
0.5293828692652492	0.2851440569201793	0.19032562319239799
0.017533584613714015	0.0003770895553816267	0.10030446561868722
0.4995919219949677	0.8725189016894064	0.8124991357129764
0.14253826266944036	0.26929434187817003	0.23410195996261352
0.9182549139739647	0.5355136055137817	0.961643504477416
0.6579483939667568	0.2044387215475555	0.9947930809311148
0.8696357613538374	0.5306377448664169	0.6241229681645957
0.6103254581687263	0.6946544383013061	0.5419292798776311
0.7352344296555271	0.6155395893615072	0.09777926513915125
0.9877004030093285	0.9589479766737427	0.32680201291817756
0.46628885345085724	0.06387633435556495	0.26865218092527643
0.05608270182344699	0.856691399366095	0.10084816924533924
0.16880871626396576	0.4579700580622048	0.8022574929163219
0.6327541602720297	0.6067672395183451	0.6648713839033462
0.7552076050665465	0.4551236913758445	0.5383376945084598
0.8365651630633396	0.7325355871168697	0.37519285628769994
0.01979523027526242	0.4460205691862409	0.37867895019823117
0.7344341625317928	0.13760828663282576	0.6037170046500521
0.3743367552124163	0.7067942768794562	0.7909899426337776
0.48291007241447526	0.2504396748834331	0.7713184479974656
0.6881236416184615	0.22917551596511276	0.649650458427066
0.23112348901855595	0.48722865469645027	0.7434271971564469
0.6063795217611598	0.6229200125850592	0.40603626130213843
0.05226467082895858	0.29000165708747705	0.9912435821337728
0.9934558912530546	0.17164376850056418	0.44309693414054097
0.6007620012825938	0.2572494190595507	0.923520822897282
0.030140479814290688	0.7988652922675143	0.1305959670759551
0.6538663186156014	0.20354207409728864	0.7848388143942425
0.7198797176127587	0.7870077073270872	0.18024388834046956
0.3712156405460939	0.033007257120362565	0.07963452915578295
0.8326626634275062	0.6381360230541707	0.2521635868219303
0.5240081021344252	0.8777688882578929	0.6488831536894814
0.3432330295416287	0.1330778499055656	0.37994982921722054
0.9925182528681047	0.01705649019109934	0.41481964396343596
0.9025913710381479	0.8278346421723036	0.165098157299142
0.4235384559682236	0.2650738681109367	0.8453096935803771
0.3028202825466073	0.4106060405361295	0.40699605609816614
0.6788374516078463	0.8581069150224776	0.1989788300733467
0.8169012373285842	0.8652134596381043	0.10874300879733279
0.6305105848706122	0.5327457935040745	0.07014471396632815
0.23655236465104135	0.13676552296705746	0.2831317948995197
0.5316504985723005	0.40010521771274643	0.6137079834997067
0.7770743495228118	0.26146257624996716	0.5016441116794381
0.35151203654898233	0.9227512868342254	0.318794294336046
0.5777458185218444	0.9851736625237932	0.9001253210547252
0.1911809690384907	0.7950299731337623	0.36621208734475763
0.775099185996979	0.7259357077008699	0.7636001821625745
0.3480112726385687	0.7110247451685052	0.9812147859528341
0.11353342150029588	0.9378808119551778	0.963151579648677
0.05638281244647558	0.5663063138995192	0.7976303937895682
0.8840730100975448	0.2787303717729406	0.9416635111996341
0.9534061719869555	0.15962754393441547	0.577880022294484
0.7027239702468764	0.4759766309501695	0.0802177525649661
0.29864254500104737	0.33771720788807846	0.9843308743851034
0.5381364490146731	0.7437426884960601	0.6750913719031385
0.813781672035147	0.5610427328579073	0.08308648408383867
0.08066398937389352	0.642142577484362	0.06929917322555423
0.8394452548176329	0.3687245394199763	0.1319268441164806
0.22834256055276314	0.2866296164307085	0.9316697519031866
0.2434033904938444	0.3200729227764799	0.24451279333375153
0.6359119228311485	0.9612395641211582	0.09217478325137785
0.38562891857420556	0.17857064645293275	0.8039925958796629
0.027415682637978556	0.8430939953384586	0.9395410602120234
0.9997274986140864	0.09565028522304586	0.5241237113710142
0.87385613287252	0.643051497669496	0.1763218662922974
0.5523793894018821	0.0803067234853031	0.833963564094354
0.26114419403413036	0.4786808673934302	0.576536083190965
0.8704349556632107	0.5537832047314181	0.9420357803048474
0.4507135653234602	0.26621046051501285	0.2711432963356666
0.10901931097541406	0.8043452925251008	0.9247623493265632
0.4077784186841623	0.6664448091680844	0.016331714736832703
0.6913401517221435	0.16889897725029923	0.7077583262695145
0.7075255837147479	0.3872450591396629	0.3101508435812982
0.18810543484917353	0.39268612270018033	0.4095215860542647
0.8746544768912992	0.6100840433940911	0.6118122586079447
0.7545306230531108	0.7848406395186172	0.5389613342201762
0.427455902849715	0.9072929099408288	0.020936683274239032
0.23440873605159762	0.8284272829099792	0.16827554235618658
0.21414356512740151	0.04578667966034122	0.5613370872595309
0.808949763325584	0.13347127467647069	0.9001732808065493
0.6896997946440577	0.7747764155053602	0.0333861125242747
0.4596530559812201	0.7594280698770526	0.9633353112409485
0.5750259224812291	0.9050281144925386	0.15337160064719169
0.6810329157162451	0.3062070390022362	0.9731614564913107
0.6282166675123083	0.6934739708512686	0.8024204195815023
0.4453062576680552	0.888152862158998	0.29387223975039
0.3769730540970524	0.2896942019802813	0.7920557574440193
0.40840850923200844	0.41362628718353156	0.4692248260558912
0.8215546318424876	0.17171613265514785	0.17821058926318534
0.25172419684408476	0.1289748142767968	0.7151246671606634
0.9354742202349298	0.6094914972804044	0.13009612105046642
0.4966733040855903	0.6817681375078644	0.9090653858560104
0.21386926907828152	0.7147083859601225	0.36328476438371404
